Date,Weekday,Volume,label_set_1,label_set_2
2019-02-01 00:00:00,Friday,100.0,0,0
2019-02-01 00:15:00,Friday,79.0,0,0
2019-02-01 00:30:00,Friday,70.0,0,0
2019-02-01 00:45:00,Friday,56.0,0,0
2019-02-01 01:00:00,Friday,56.0,0,0
2019-02-01 01:15:00,Friday,36.0,0,0
2019-02-01 01:30:00,Friday,49.0,0,0
2019-02-01 01:45:00,Friday,42.0,0,0
2019-02-01 02:00:00,Friday,29.0,0,0
2019-02-01 02:15:00,Friday,27.0,0,0
2019-02-01 02:30:00,Friday,35.0,0,0
2019-02-01 02:45:00,Friday,34.0,0,0
2019-02-01 03:00:00,Friday,20.0,0,0
2019-02-01 03:15:00,Friday,27.0,0,0
2019-02-01 03:30:00,Friday,10.0,0,0
2019-02-01 03:45:00,Friday,24.0,0,0
2019-02-01 04:00:00,Friday,31.0,0,0
2019-02-01 04:15:00,Friday,24.0,0,0
2019-02-01 04:30:00,Friday,43.0,0,0
2019-02-01 04:45:00,Friday,35.0,0,0
2019-02-01 05:00:00,Friday,43.0,0,0
2019-02-01 05:15:00,Friday,58.0,0,0
2019-02-01 05:30:00,Friday,81.0,0,0
2019-02-01 05:45:00,Friday,88.0,0,0
2019-02-01 06:00:00,Friday,106.0,0,0
2019-02-01 06:15:00,Friday,181.0,0,0
2019-02-01 06:30:00,Friday,158.0,0,0
2019-02-01 06:45:00,Friday,184.0,0,0
2019-02-01 07:00:00,Friday,179.0,0,0
2019-02-01 07:15:00,Friday,248.0,0,0
2019-02-01 07:30:00,Friday,258.0,0,0
2019-02-01 07:45:00,Friday,329.0,0,0
2019-02-01 08:00:00,Friday,327.0,0,0
2019-02-01 08:15:00,Friday,303.0,0,0
2019-02-01 08:30:00,Friday,316.0,0,0
2019-02-01 08:45:00,Friday,273.0,0,0
2019-02-01 09:00:00,Friday,289.0,0,0
2019-02-01 09:15:00,Friday,213.0,0,0
2019-02-01 09:30:00,Friday,261.0,0,0
2019-02-01 09:45:00,Friday,251.0,0,0
2019-02-01 10:00:00,Friday,252.0,0,0
2019-02-01 10:15:00,Friday,251.0,0,0
2019-02-01 10:30:00,Friday,279.0,0,0
2019-02-01 10:45:00,Friday,279.0,0,0
2019-02-01 11:00:00,Friday,237.0,0,0
2019-02-01 11:15:00,Friday,255.0,0,0
2019-02-01 11:30:00,Friday,257.0,0,0
2019-02-01 11:45:00,Friday,254.0,0,0
2019-02-01 12:00:00,Friday,275.0,0,0
2019-02-01 12:15:00,Friday,268.0,0,0
2019-02-01 12:30:00,Friday,292.0,0,0
2019-02-01 12:45:00,Friday,290.0,0,0
2019-02-01 13:00:00,Friday,316.0,0,0
2019-02-01 13:15:00,Friday,311.0,0,0
2019-02-01 13:30:00,Friday,339.0,0,0
2019-02-01 13:45:00,Friday,302.0,0,0
2019-02-01 14:00:00,Friday,288.0,0,0
2019-02-01 14:15:00,Friday,329.0,0,0
2019-02-01 14:30:00,Friday,359.0,0,0
2019-02-01 14:45:00,Friday,348.0,0,0
2019-02-01 15:00:00,Friday,290.0,0,0
2019-02-01 15:15:00,Friday,361.0,0,0
2019-02-01 15:30:00,Friday,400.0,0,0
2019-02-01 15:45:00,Friday,390.0,0,0
2019-02-01 16:00:00,Friday,362.0,0,0
2019-02-01 16:15:00,Friday,434.0,0,0
2019-02-01 16:30:00,Friday,394.0,0,0
2019-02-01 16:45:00,Friday,374.0,0,0
2019-02-01 17:00:00,Friday,437.0,0,0
2019-02-01 17:15:00,Friday,375.0,0,0
2019-02-01 17:30:00,Friday,384.0,0,0
2019-02-01 17:45:00,Friday,378.0,0,0
2019-02-01 18:00:00,Friday,366.0,0,0
2019-02-01 18:15:00,Friday,335.0,0,0
2019-02-01 18:30:00,Friday,362.0,0,0
2019-02-01 18:45:00,Friday,358.0,0,0
2019-02-01 19:00:00,Friday,310.0,0,0
2019-02-01 19:15:00,Friday,258.0,0,0
2019-02-01 19:30:00,Friday,250.0,0,0
2019-02-01 19:45:00,Friday,225.0,0,0
2019-02-01 20:00:00,Friday,261.0,0,0
2019-02-01 20:15:00,Friday,223.0,0,0
2019-02-01 20:30:00,Friday,260.0,0,0
2019-02-01 20:45:00,Friday,266.0,0,0
2019-02-01 21:00:00,Friday,270.0,0,0
2019-02-01 21:15:00,Friday,313.0,0,0
2019-02-01 21:30:00,Friday,298.0,0,0
2019-02-01 21:45:00,Friday,256.0,0,0
2019-02-01 22:00:00,Friday,171.0,1,1
2019-02-01 22:15:00,Friday,255.0,0,0
2019-02-01 22:30:00,Friday,214.0,0,0
2019-02-01 22:45:00,Friday,188.0,0,0
2019-02-01 23:00:00,Friday,174.0,0,0
2019-02-01 23:15:00,Friday,193.0,0,0
2019-02-01 23:30:00,Friday,167.0,0,0
2019-02-01 23:45:00,Friday,154.0,0,0
2019-02-02 00:00:00,Saturday,159.0,0,0
2019-02-02 00:15:00,Saturday,140.0,0,0
2019-02-02 00:30:00,Saturday,123.0,0,0
2019-02-02 00:45:00,Saturday,114.0,0,0
2019-02-02 01:00:00,Saturday,92.0,0,0
2019-02-02 01:15:00,Saturday,75.0,0,0
2019-02-02 01:30:00,Saturday,70.0,0,0
2019-02-02 01:45:00,Saturday,83.0,0,0
2019-02-02 02:00:00,Saturday,64.0,0,0
2019-02-02 02:15:00,Saturday,60.0,0,0
2019-02-02 02:30:00,Saturday,66.0,0,0
2019-02-02 02:45:00,Saturday,56.0,0,0
2019-02-02 03:00:00,Saturday,41.0,0,0
2019-02-02 03:15:00,Saturday,54.0,0,0
2019-02-02 03:30:00,Saturday,47.0,0,0
2019-02-02 03:45:00,Saturday,45.0,0,0
2019-02-02 04:00:00,Saturday,41.0,0,0
2019-02-02 04:15:00,Saturday,42.0,0,0
2019-02-02 04:30:00,Saturday,32.0,0,0
2019-02-02 04:45:00,Saturday,40.0,0,0
2019-02-02 05:00:00,Saturday,34.0,0,0
2019-02-02 05:15:00,Saturday,38.0,0,0
2019-02-02 05:30:00,Saturday,51.0,0,0
2019-02-02 05:45:00,Saturday,52.0,0,0
2019-02-02 06:00:00,Saturday,56.0,0,0
2019-02-02 06:15:00,Saturday,69.0,0,0
2019-02-02 06:30:00,Saturday,114.0,0,0
2019-02-02 06:45:00,Saturday,74.0,0,0
2019-02-02 07:00:00,Saturday,73.0,0,0
2019-02-02 07:15:00,Saturday,83.0,0,0
2019-02-02 07:30:00,Saturday,112.0,0,0
2019-02-02 07:45:00,Saturday,114.0,0,0
2019-02-02 08:00:00,Saturday,170.0,0,0
2019-02-02 08:15:00,Saturday,143.0,0,0
2019-02-02 08:30:00,Saturday,163.0,0,0
2019-02-02 08:45:00,Saturday,208.0,0,0
2019-02-02 09:00:00,Saturday,192.0,0,0
2019-02-02 09:15:00,Saturday,184.0,0,0
2019-02-02 09:30:00,Saturday,226.0,0,0
2019-02-02 09:45:00,Saturday,285.0,0,0
2019-02-02 10:00:00,Saturday,259.0,0,0
2019-02-02 10:15:00,Saturday,251.0,0,0
2019-02-02 10:30:00,Saturday,287.0,0,0
2019-02-02 10:45:00,Saturday,246.0,0,0
2019-02-02 11:00:00,Saturday,325.0,0,0
2019-02-02 11:15:00,Saturday,275.0,0,0
2019-02-02 11:30:00,Saturday,246.0,0,0
2019-02-02 11:45:00,Saturday,322.0,0,0
2019-02-02 12:00:00,Saturday,265.0,0,0
2019-02-02 12:15:00,Saturday,329.0,0,0
2019-02-02 12:30:00,Saturday,280.0,0,0
2019-02-02 12:45:00,Saturday,336.0,0,0
2019-02-02 13:00:00,Saturday,305.0,0,0
2019-02-02 13:15:00,Saturday,352.0,0,0
2019-02-02 13:30:00,Saturday,350.0,0,0
2019-02-02 13:45:00,Saturday,266.0,0,1
2019-02-02 14:00:00,Saturday,345.0,0,0
2019-02-02 14:15:00,Saturday,302.0,0,0
2019-02-02 14:30:00,Saturday,385.0,0,0
2019-02-02 14:45:00,Saturday,306.0,0,0
2019-02-02 15:00:00,Saturday,359.0,0,0
2019-02-02 15:15:00,Saturday,333.0,0,0
2019-02-02 15:30:00,Saturday,324.0,0,0
2019-02-02 15:45:00,Saturday,373.0,0,0
2019-02-02 16:00:00,Saturday,314.0,0,0
2019-02-02 16:15:00,Saturday,336.0,0,0
2019-02-02 16:30:00,Saturday,298.0,0,0
2019-02-02 16:45:00,Saturday,294.0,0,0
2019-02-02 17:00:00,Saturday,293.0,0,0
2019-02-02 17:15:00,Saturday,266.0,1,1
2019-02-02 17:30:00,Saturday,327.0,0,0
2019-02-02 17:45:00,Saturday,280.0,0,0
2019-02-02 18:00:00,Saturday,316.0,0,0
2019-02-02 18:15:00,Saturday,256.0,0,0
2019-02-02 18:30:00,Saturday,276.0,0,0
2019-02-02 18:45:00,Saturday,244.0,0,0
2019-02-02 19:00:00,Saturday,253.0,0,0
2019-02-02 19:15:00,Saturday,228.0,0,0
2019-02-02 19:30:00,Saturday,233.0,0,0
2019-02-02 19:45:00,Saturday,213.0,0,0
2019-02-02 20:00:00,Saturday,244.0,0,0
2019-02-02 20:15:00,Saturday,229.0,0,0
2019-02-02 20:30:00,Saturday,228.0,0,0
2019-02-02 20:45:00,Saturday,231.0,0,0
2019-02-02 21:00:00,Saturday,233.0,0,0
2019-02-02 21:15:00,Saturday,285.0,0,0
2019-02-02 21:30:00,Saturday,240.0,0,0
2019-02-02 21:45:00,Saturday,213.0,0,0
2019-02-02 22:00:00,Saturday,195.0,0,0
2019-02-02 22:15:00,Saturday,217.0,0,0
2019-02-02 22:30:00,Saturday,182.0,0,0
2019-02-02 22:45:00,Saturday,169.0,0,0
2019-02-02 23:00:00,Saturday,194.0,0,0
2019-02-02 23:15:00,Saturday,190.0,0,0
2019-02-02 23:30:00,Saturday,178.0,0,0
2019-02-02 23:45:00,Saturday,196.0,0,0
2019-02-03 00:00:00,Sunday,178.0,0,0
2019-02-03 00:15:00,Sunday,145.0,0,0
2019-02-03 00:30:00,Sunday,139.0,0,0
2019-02-03 00:45:00,Sunday,121.0,0,0
2019-02-03 01:00:00,Sunday,101.0,0,0
2019-02-03 01:15:00,Sunday,94.0,0,0
2019-02-03 01:30:00,Sunday,99.0,0,0
